Target,Accessions,Compounds
Glutamate NMDA receptor; GRIN1/GRIN2A,Q05586|Q12879,567
Galactokinase,P51570,568
P2X purinoceptor 2,Q9UBL9,570
Peptidyl-prolyl cis-trans isomerase A,P62937,575
Maltase-glucoamylase,O43451,576
Integrin alpha-5/beta-1,P05556|P08648,576
Carbonic anhydrase 6,P23280,576
NUAK family SNF1-like kinase 2,Q9H093,577
Histone acetyltransferase KAT8,Q9H7Z6,577
Citron Rho-interacting kinase,O14578,578
Serine/threonine-protein kinase LATS2,Q9NRM7,579
BMP-2-inducible protein kinase,Q9NSY1,579
SRSF protein kinase 2,P78362,583
Dual specificity mitogen-activated protein kinase kinase 5,Q13163,586
Apolipoprotein L1,O14791,587
M-phase phosphoprotein 8,Q99549,587
"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2",P20701|P05362|P05107,588
Histone-arginine methyltransferase CARM1,Q86X55,588
P2Y purinoceptor 6,Q15077,589
Serine/threonine-protein kinase 17B,O94768,591
Muscarinic acetylcholine receptor,P20309|P08173|P11229|P08172|P08912,593
Endoplasmic reticulum aminopeptidase 1,Q9NZ08,595
Ephrin type-A receptor 8,P29322,598
D-amino-acid oxidase,P14920,600
Serine/threonine-protein kinase 33,Q9BYT3,600
Cytosolic phospholipase A2,P47712,601
Opioid receptors; mu & kappa,P41145|P35372,607
Nitric oxide sythases; iNOS & nNOS,P29475|P35228,609
Tyrosine-protein phosphatase non-receptor type 6,P29350,610
"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B",Q13370,611
Phospholipase A2,P04054,615
Polycomb protein EED,O75530,618
Prolyl hydroxylase EGLN2,Q96KS0,619
Endothelial PAS domain-containing protein 1,Q99814,619
Gamma-aminobutyric acid receptor subunit alpha-5,P31644,620
Soluble guanylate cyclase,Q02153|O75343|P33402|Q02108,620
Macrophage migration inhibitory factor,P14174,622
CDK3/Cyclin E,P24864|Q00526,622
Homeodomain-interacting protein kinase 3,Q9H422,624
Coagulation factor VII/tissue factor,P08709|P13726,625
CDK6/cyclin D1,P24385|Q00534,626
"Phospholipase A2, membrane associated",P14555,627
Cyclin-dependent kinase 7/ cyclin H,P51946|P50613,627
Mitogen-activated protein kinase 6,Q16659,627
DNA polymerase theta,O75417,629
Sodium- and chloride-dependent glycine transporter 2,Q9Y345,629
Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),O15379|Q9Y618,630
Serine/threonine-protein kinase tousled-like 2,Q86UE8,631
Protein cereblon,Q96SW2,637
Kallikrein-7,P49862,640
Receptor-type tyrosine-protein phosphatase F,P10586,641
GABA-A receptor; alpha-2/beta-3/gamma-2,P18507|P28472|P47869,644
"Ferrochelatase, mitochondrial",P22830,645
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,P28907,645
Mitogen-activated protein kinase 15,Q8TD08,648
Apoptotic protease-activating factor 1,O14727,650
Proteasome subunit beta type-8,P28062,650
Ephrin type-B receptor 1,P54762,650
Arylsulfatase A,P15289,652
Proteasome component C5,P20618,657
CDK4/Cyclin D3,P11802|P30281,658
Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,Q8TBX8,658
P2Y purinoceptor 14,Q15391,659
Serine/threonine-protein kinase SIK3,Q9Y2K2,659
ATP-binding cassette sub-family C member 3,O15438,661
P2Y purinoceptor 2,P41231,662
Myotonin-protein kinase,Q09013,664
Cysteine protease ATG4B,Q9Y4P1,665
Tyrosyl-DNA phosphodiesterase 2,O95551,666
Muscarinic acetylcholine receptors; M1 & M2,P11229|P08172,668
Mitogen-activated protein kinase kinase kinase kinase 3,Q8IVH8,670
Polyamine deacetylase HDAC10,Q969S8,670
Ribosyldihydronicotinamide dehydrogenase [quinone],P16083,672
Thyroid hormone receptor alpha,P10827,673
Extracellular calcium-sensing receptor,P41180,675
Glutamate carboxypeptidase 2,Q04609,675
Muscarinic acetylcholine receptors; M2 & M3,P20309|P08172,676
Sterol O-acyltransferase 1,P35610,678
Palmitoleoyl-protein carboxylesterase NOTUM,Q6P988,678
Glutamate [NMDA] receptor,Q05586|Q12879|Q13224|O15399|O60391|Q14957|Q8TCU5,681
Liver carboxylesterase 1,P23141,686
Menin,O00255,690
Serine/threonine-protein kinase ULK3,Q6PHR2,690
Opioid receptors; delta & kappa,P41145|P41143,692
Lysine-specific demethylase 2B,Q8NHM5,693
Cyclin-dependent kinase 16,Q00536,694
Toll-like receptor 4,O00206,695
Peripheral myelin protein 22,Q01453,695
Serine/threonine-protein kinase Nek3,P51956,700
Protein cereblon/DNA damage-binding protein 1,Q96SW2|Q16531,700
DNA repair protein RAD52 homolog,P43351,701
Leukotriene B4 receptor 1,Q15722,701
Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,P22413,704
Protein kinase C (PKC),O94806|P41743|P17252|P05129|Q05655|P05771|Q05513|Q02156|P24723|Q15139|Q04759,707
ATP-binding cassette sub-family C member 4,O15439,708
Dual specificity mitogen-activated protein kinase kinase 4,P45985,710
Acetyl-CoA carboxylase 1,Q13085,710
Aminopeptidase N,P15144,715
Ubiquitin carboxyl-terminal hydrolase 19,O94966,716
Histone deacetylase 9,Q9UKV0,717
Glycogen synthase kinase-3,P49840|P49841,718
Serine/threonine-protein kinase N1,Q16512,719
Proprotein convertase subtilisin/kexin type 9,Q8NBP7,720
Geranylgeranyl transferase type I,P49354|P53609,721
Enteropeptidase,P98073,722
Retinoic acid receptor beta,P10826,723
Serotonin 2 receptors; 5-HT2a & 5-HT2c,P28223|P28335,723
Gamma-aminobutyric acid receptor subunit alpha-1/alpha-2/beta-2/gamma-2,P14867|P47870|P18507|P47869,725
GABA-A receptor; alpha-1/beta-2/gamma-2,P14867|P47870|P18507,726
Bromodomain-containing protein 9,Q9H8M2,727
Glucose-6-phosphate 1-dehydrogenase,P11413,729
Proteasome Macropain subunit,P49721,730
Mannose-6-phosphate isomerase,P34949,733
Tyrosine-protein phosphatase non-receptor type 22,Q9Y2R2,733
"Isocitrate dehydrogenase [NADP], mitochondrial",P48735,735
Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,Q99640,740
Adrenergic receptor beta,P08588|P07550|P13945,741
Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,O00750,742
Pyruvate kinase PKLR,P30613,742
Tyrosine-protein phosphatase non-receptor type 7,P35236,743
Receptor-interacting serine/threonine-protein kinase 3,Q9Y572,743
Protein Mdm4,O15151,745
Retinoic acid receptor gamma,P13631,745
GABA-A receptor; alpha-3/beta-3/gamma-2,P18507|P28472|P34903,748
Urotensin-2 receptor,Q9UKP6,748
Potassium voltage-gated channel subfamily A member 3,P22001,749
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2,P37231|Q15596,749
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1,P37231|Q15788,749
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3,P37231|Q9Y6Q9,749
Sphingosine 1-phosphate receptor 5,Q9H228,749
Mitogen-activated protein kinase 7,Q13164,750
Serine/threonine-protein kinase NLK,Q9UBE8,751
Signal transducer and activator of transcription 1-alpha/beta,P42224,752
Toll-like receptor 2,O60603,753
Protein mono-ADP-ribosyltransferase PARP14,Q460N5,754
"Carbonic anhydrase 5B, mitochondrial",Q9Y2D0,756
3-oxo-5-alpha-steroid 4-dehydrogenase 2,P31213,757
Cyclin-dependent kinase 1/cyclin B,P06493|P14635|Q8WWL7|O95067,759
Aldo-keto reductase family 1 member C2,P52895,763
Ephrin type-A receptor 7,Q15375,763
Furin,P09958,765
"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",Q16816,765
Serine/threonine-protein kinase TAO2,Q9UL54,765
"Fatty acid-binding protein, adipocyte",P15090,766
Lysophosphatidic acid receptor 1,Q92633,767
ATP-citrate synthase,P53396,770
GABA-A receptor; anion channel,P14867|P47870|P18507|P28472|P48169|Q99928|Q9UN88|P34903|O00591|O14764|Q8N1C3|P18505|P78334|P47869|P31644|Q16445,774
Transient receptor potential cation channel subfamily V member 4,Q9HBA0,776
Megakaryocyte-associated tyrosine-protein kinase,P42679,777
D-3-phosphoglycerate dehydrogenase,O43175,781
"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",P54750,781
Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936,783
Protein-glutamine gamma-glutamyltransferase,P21980,786
ATR/ATRIP,Q13535|Q8WXE1,786
Serine/threonine-protein kinase 24,Q9Y6E0,786
Serine/threonine-protein kinase STK11,Q15831,787
Serine/threonine-protein kinase 16,O75716,789
Mitogen-activated protein kinase kinase kinase 9,P80192,789
Activin receptor type-1-like,P37023,792
Bone morphogenetic protein receptor type-1B,O00238,793
Retinoic acid receptor alpha,P10276,794
Coagulation factor VII,P08709,795
Adrenergic receptor alpha-1,P35348|P25100|P35368,798
Histone-lysine N-methyltransferase SUV39H2,Q9H5I1,803
GABA-A receptor; alpha-5/beta-3/gamma-2,P18507|P28472|P31644,807
Serine/threonine-protein kinase LATS1,O95835,808
Voltage-dependent N-type calcium channel subunit alpha-1B,Q00975,808
Serine/threonine-protein kinase TAO3,Q9H2K8,809
Ephrin type-A receptor 5,P54756,810
Ephrin type-A receptor 1,P21709,815
"Fructose-1,6-bisphosphatase 1",P09467,817
"Glycogen phosphorylase, liver form",P06737,818
Serine/threonine-protein kinase haspin,Q8TF76,826
Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,826
Transitional endoplasmic reticulum ATPase,P55072,829
Baculoviral IAP repeat-containing protein 2,Q13490,833
Bone morphogenetic protein 1,P13497,834
5-hydroxytryptamine receptor 1E,P28566,834
LIM domain kinase 2,P53671,838
DNA dC->dU-editing enzyme APOBEC-3A,P31941,839
Tryptophan 5-hydroxylase 1,P17752,843
"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",Q14123,844
Prolyl endopeptidase,P48147,848
Trace amine-associated receptor 1,Q96RJ0,848
Interleukin-23 receptor,Q5VWK5,852
"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",P26572,853
DNA topoisomerase II,P11388|Q02880,855
Prostaglandin F2-alpha receptor,P43088,855
Cyclin-G-associated kinase,O14976,856
Glyceraldehyde-3-phosphate dehydrogenase,P04406,856
Histone acetyltransferase KAT2B,Q92831,856
"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Q9NXA8,860
Alpha glucosidase,O43451|P10253|P14410|Q2M2H8,863
M-phase inducer phosphatase 2,P30305,863
Rhodopsin kinase GRK7,Q8WTQ7,864
DCN1-like protein 1/NEDD8-conjugating enzyme Ubc12,Q96GG9|P61081,867
Myeloperoxidase,P05164,869
Adenosine A2 receptor,P29275|P29274,870
Nuclear factor NF-kappa-B p105 subunit,P19838,871
Adenosine kinase,P55263,875
Chymase,P23946,876
Aryl hydrocarbon receptor,P35869,876
Prolyl endopeptidase FAP,Q12884,876
Bone morphogenetic protein receptor type-1A,P36894,877
Kinesin-like protein KIF18A,Q8NI77,879
ATP-binding cassette sub-family C member 2,Q92887,880
Microphthalmia-associated transcription factor,O75030,881
Caspase-8,Q14790,888
Steryl-sulfatase,P08842,890
"Alkaline phosphatase, germ cell type",P10696,893
L-lactate dehydrogenase A chain,P00338,899
G protein-coupled receptor kinase 5,P34947,899
Serine/threonine-protein kinase PLK2,Q9NYY3,899
PI3K p110 beta/p85 alpha,P27986|P42338,900
cAMP-dependent protein kinase (PKA),P22694|P17612|P22612,901
Dual specificity protein phosphatase 3,P51452,901
Lysosomal protective protein,P10619,906
Potassium channel subfamily K member 3,O14649,910
Nucleotide-binding oligomerization domain-containing protein 1,Q9Y239,910
Serine/threonine-protein kinase DCLK2,Q8N568,912
Casein kinase II,P67870|P68400|P19784,916
Cytochrome P450 1A1,P04798,917
Somatostatin receptor type 1,P30872,917
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",Q16875,921
DNA (cytosine-5)-methyltransferase 1,P26358,922
Dual specificity mitogen-activated protein kinase kinase 7,O14733,923
"Carbonic anhydrase 5A, mitochondrial",P35218,924
Casein kinase II subunit beta,P67870,926
"Myosin light chain kinase, smooth muscle",Q15746,927
Dual specificity mitogen-activated protein kinase kinase 6,P52564,928
Poly(ADP-ribose) glycohydrolase,Q86W56,928
Cyclooxygenase,P35354|P23219,930
Protein phosphatase 3 catalytic subunit alpha,Q08209,930
Protein arginine N-methyltransferase 1,Q99873,930
Dual specificity tyrosine-phosphorylation-regulated kinase 4,Q9NR20,930
Peptidyl-prolyl cis-trans isomerase FKBP1A,P62942,932
Angiotensin II receptor,P30556|P50052,934
Sodium channel protein type 10 subunit alpha,Q9Y5Y9,935
Protein O-GlcNAcase,O60502,937
Mitogen-activated protein kinase kinase kinase 7,O43318,938
Histone deacetylase 7,Q8WUI4,938
SRSF protein kinase 3,Q9UPE1,938
eIF-2-alpha kinase GCN2,Q9P2K8,939
Serine/threonine-protein kinase Sgk3,Q96BR1,943
G-protein coupled receptor 6,P46095,946
Mitogen-activated protein kinase kinase kinase 11,Q16584,947
Carbonic anhydrase 14,Q9ULX7,947
Serine/threonine-protein kinase PAK 3,O75914,948
GABA-A receptor; alpha-1/beta-3/gamma-2,P14867|P18507|P28472,951
G-protein coupled receptor 84,Q9NQS5,951
P2X2/P2X3 heterotrimeric receptor,Q9UBL9|P56373,951
Cytochrome P450 1B1,Q16678,953
Free fatty acid receptor 2,O15552,959
Adenosine receptors; A1 & A3,P30542|P0DMS8,962
Prostacyclin receptor,P43119,962
Protein smoothened,Q99835,962
Activin receptor type-1B,P36896,963
Integrin alpha-V/beta-6,P06756|P18564,966
Serine/threonine-protein kinase DCLK1,O15075,968
Serine protease HTRA1,Q92743,969
Histone acetyltransferase KAT6A,Q92794,969
"Muscle, skeletal receptor tyrosine-protein kinase",O15146,970
Calcitonin gene-related peptide type 1 receptor,Q16602,975
Methyl-CpG-binding domain protein 4,O95243,976
Single-strand selective monofunctional uracil DNA glycosylase,Q53HV7,976
Endonuclease 8-like 2,Q969S2,976
Adenine DNA glycosylase,Q9UIF7,976
Lymphokine-activated killer T-cell-originated protein kinase,Q96KB5,977
Sphingosine 1-phosphate receptor 4,O95977,981
Calcium/calmodulin-dependent protein kinase kinase 2,Q96RR4,982
Serine/threonine-protein kinase Nek4,P51957,986
Low molecular weight phosphotyrosine protein phosphatase,P24666,988
DNA-3-methyladenine glycosylase,P29372,992
Sentrin-specific protease 6,Q9GZR1,993
Serine/threonine-protein kinase BRSK2,Q8IWQ3,994
X-box-binding protein 1,P17861,996
Beta-adrenergic receptor kinase 1,P25098,996
Endonuclease III-like protein 1,P78549,996
Endonuclease 8-like 1,Q96FI4,996
Sentrin-specific protease 7,Q9BQF6,998
Insulin receptor-related protein,P14616,1000
Non-receptor tyrosine-protein kinase TNK1,Q13470,1000
NAD(P)H dehydrogenase [quinone] 1,P15559,1002
Calpain-1 catalytic subunit,P07384,1003
Uracil-DNA glycosylase,P13051,1003
Matrilysin,P09237,1008
N-glycosylase/DNA lyase,O15527,1009
Serine/threonine-protein kinase Nek9,Q8TD19,1010
Hydroxycarboxylic acid receptor 2,Q8TDS4,1014
Ephrin type-A receptor 3,P29320,1015
Vasoactive intestinal polypeptide receptor 1,P32241,1016
CDK12/Cyclin K,O75909|Q9NYV4,1018
Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,Q9GZU7,1020
Prostaglandin D2 receptor,Q13258,1022
Serine/threonine-protein kinase SIK1,P57059,1025
Sodium channel protein type 1 subunit alpha,P35498,1028
G protein-coupled receptor kinase 6,P43250,1030
11-beta-hydroxysteroid dehydrogenase type 2,P80365,1031
G/T mismatch-specific thymine DNA glycosylase,Q13569,1031
Transient receptor potential cation channel subfamily M member 8,Q7Z2W7,1032
Histone deacetylase 5,Q9UQL6,1035
Thymidylate synthase,P04818,1038
Lysyl oxidase homolog 2,Q9Y4K0,1038
G-protein coupled receptor 35,Q9HC97,1042
G-protein coupled receptor 55,Q9Y2T6,1043
"High affinity 3',5'-cyclic-AMP phosphodiesterase 7A",Q13946,1053
MAP kinase p38,O15264|Q15759|Q16539|P53778,1054
Cytochrome P450 2B6,P20813,1055
Macrophage metalloelastase,P39900,1056
High affinity choline transporter 1,Q9GZV3,1059
Voltage-dependent calcium channel subunit alpha-2/delta-1,P54289,1060
Homeodomain-interacting protein kinase 1,Q86Z02,1063
Calcitonin receptor,P30988,1066
Voltage-dependent T-type calcium channel subunit alpha-1G,O43497,1068
Aldo-keto reductase family 1 member B1,P15121,1069
MAP/microtubule affinity-regulating kinase 4,Q96L34,1069
Eukaryotic elongation factor 2 kinase,O00418,1072
Serine/threonine-protein kinase PAK 5,Q9P286,1077
Myc proto-oncogene protein,P01106,1079
P2Y purinoceptor 1,P47900,1080
Dual specificity mitogen-activated protein kinase kinase 2,P36507,1087
CDK6/cyclin D3,P30281|Q00534,1088
CDK8/Cyclin C,P49336|P24863,1090
Ubiquitin carboxyl-terminal hydrolase 7,Q93009,1090
Xanthine dehydrogenase/oxidase,P47989,1093
Death-associated protein kinase 1,P53355,1094
Diacylglycerol O-acyltransferase 2,Q96PD7,1094
Heat shock protein HSP 90-beta,P08238,1095
Serine/threonine-protein kinase ULK1,O75385,1096
Serine/threonine-protein kinase MARK1,Q9P0L2,1098
"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",O76083,1100
CDK7/Cyclin H/MNAT1,P51946|P50613|P51948,1101
Caspase-6,P55212,1104
Bcr/Abl fusion protein,P00519|P11274,1105
N6-adenosine-methyltransferase catalytic subunit,Q86U44,1108
"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Q01064,1114
Somatostatin receptor type 3,P32745,1117
Dipeptidyl peptidase 1,P53634,1117
Protein mono-ADP-ribosyltransferase TIPARP,Q7Z3E1,1117
Sepiapterin reductase,P35270,1123
Leukocyte tyrosine kinase receptor,P29376,1132
Nucleotide-binding oligomerization domain-containing protein 2,Q9HC29,1133
"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",Q15119,1134
Poly [ADP-ribose] polymerase tankyrase-2,Q9H2K2,1135
Son of sevenless homolog 1,Q07889,1137
Lysine-specific demethylase 5B,Q9UGL1,1138
Cholinesterases; ACHE & BCHE,P06276|P22303,1139
"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",Q9NTG7,1142
Lysine-specific demethylase 5A,P29375,1147
Ribosomal protein S6 kinase alpha-6,Q9UK32,1148
Sphingosine kinase 2,Q9NRA0,1149
Potassium voltage-gated channel subfamily A member 5,P22460,1151
5-hydroxytryptamine receptor 4,Q13639,1151
Aurora kinase C,Q9UQB9,1151
E3 ubiquitin-protein ligase CBL-B,Q13191,1153
Transthyretin,P02766,1154
Tyrosine-protein kinase Fgr,P09769,1159
Cyclin-dependent kinase 2/cyclin E,P24864|P24941|O96020,1160
Proto-oncogene Wnt-1,P04628,1165
Serine/threonine-protein kinase SIK2,Q9H0K1,1165
Angiotensin-converting enzyme,P12821,1167
Kelch-like ECH-associated protein 1,Q14145,1167
Cytochrome P450 2E1,P05181,1168
Sphingosine 1-phosphate receptor 2,O95136,1170
Serine/threonine-protein kinase Nek7,Q8TDX7,1171
Sodium channel protein type 8 subunit alpha,Q9UQD0,1175
C-C chemokine receptor type 1,P32246,1177
Inosine-5'-monophosphate dehydrogenase 2,P12268,1181
Protein kinase C epsilon type,Q02156,1192
Testis-specific serine/threonine-protein kinase 2,Q96PF2,1192
Tyrosine-protein kinase Srms,Q9H3Y6,1192
Bromodomain-containing protein 3,Q15059,1199
Cysteinyl leukotriene receptor 1,Q9Y271,1202
Neprilysin,P08473,1203
Neurotensin receptor type 1,P30989,1205
Serine/threonine-protein kinase PAK 6,Q9NQU5,1205
Histone deacetylase 11,Q96DB2,1207
Ribosomal protein S6 kinase alpha-4,O75676,1213
Galectin-3,P17931,1214
Poly [ADP-ribose] polymerase tankyrase-1,O95271,1218
Aldo-keto reductase family 1 member C3,P42330,1219
